"","GEOID","NAME","variable","estimate","moe"
"1860","17031301200","Census Tract 3012, Cook County, Illinois","B23006_023",161,89
"1861","17031301600","Census Tract 3016, Cook County, Illinois","B01001_001",4881,554
"1862","17031301600","Census Tract 3016, Cook County, Illinois","B02001_002",2554,625
"1863","17031301600","Census Tract 3016, Cook County, Illinois","B17007_002",285,145
"1864","17031301600","Census Tract 3016, Cook County, Illinois","B19013_001",35411,5831
"1865","17031301600","Census Tract 3016, Cook County, Illinois","B23006_023",255,98
"1866","17031301701","Census Tract 3017.01, Cook County, Illinois","B01001_001",3943,546
"1867","17031301701","Census Tract 3017.01, Cook County, Illinois","B02001_002",2867,599
"1868","17031301701","Census Tract 3017.01, Cook County, Illinois","B17007_002",200,191
"1869","17031301701","Census Tract 3017.01, Cook County, Illinois","B19013_001",29773,10493
"1870","17031301701","Census Tract 3017.01, Cook County, Illinois","B23006_023",191,131
"1871","17031301702","Census Tract 3017.02, Cook County, Illinois","B01001_001",4387,607
"1872","17031301702","Census Tract 3017.02, Cook County, Illinois","B02001_002",2119,535
"1873","17031301702","Census Tract 3017.02, Cook County, Illinois","B17007_002",208,104
"1874","17031301702","Census Tract 3017.02, Cook County, Illinois","B19013_001",39614,7963
"1875","17031301702","Census Tract 3017.02, Cook County, Illinois","B23006_023",130,72
"1876","17031301801","Census Tract 3018.01, Cook County, Illinois","B01001_001",3625,495
"1877","17031301801","Census Tract 3018.01, Cook County, Illinois","B02001_002",1810,487
"1878","17031301801","Census Tract 3018.01, Cook County, Illinois","B17007_002",119,96
"1879","17031301801","Census Tract 3018.01, Cook County, Illinois","B19013_001",34427,5790
"1880","17031301801","Census Tract 3018.01, Cook County, Illinois","B23006_023",151,83
"1881","17031301802","Census Tract 3018.02, Cook County, Illinois","B01001_001",3509,378
"1882","17031301802","Census Tract 3018.02, Cook County, Illinois","B02001_002",1867,439
"1883","17031301802","Census Tract 3018.02, Cook County, Illinois","B17007_002",154,54
"1884","17031301802","Census Tract 3018.02, Cook County, Illinois","B19013_001",35925,5390
"1885","17031301802","Census Tract 3018.02, Cook County, Illinois","B23006_023",181,80
"1886","17031301803","Census Tract 3018.03, Cook County, Illinois","B01001_001",5011,613
"1887","17031301803","Census Tract 3018.03, Cook County, Illinois","B02001_002",2892,537
"1888","17031301803","Census Tract 3018.03, Cook County, Illinois","B17007_002",158,91
"1889","17031301803","Census Tract 3018.03, Cook County, Illinois","B19013_001",32308,6648
"1890","17031301803","Census Tract 3018.03, Cook County, Illinois","B23006_023",192,100
"1891","17031310200","Census Tract 3102, Cook County, Illinois","B01001_001",1652,205
"1892","17031310200","Census Tract 3102, Cook County, Illinois","B02001_002",980,191
"1893","17031310200","Census Tract 3102, Cook County, Illinois","B17007_002",95,55
"1894","17031310200","Census Tract 3102, Cook County, Illinois","B19013_001",70428,5581
"1895","17031310200","Census Tract 3102, Cook County, Illinois","B23006_023",656,140
"1896","17031310300","Census Tract 3103, Cook County, Illinois","B01001_001",1803,265
"1897","17031310300","Census Tract 3103, Cook County, Illinois","B02001_002",951,216
"1898","17031310300","Census Tract 3103, Cook County, Illinois","B17007_002",125,78
"1899","17031310300","Census Tract 3103, Cook County, Illinois","B19013_001",51576,15331
"1900","17031310300","Census Tract 3103, Cook County, Illinois","B23006_023",488,119
"1901","17031310400","Census Tract 3104, Cook County, Illinois","B01001_001",1181,247
"1902","17031310400","Census Tract 3104, Cook County, Illinois","B02001_002",609,205
"1903","17031310400","Census Tract 3104, Cook County, Illinois","B17007_002",112,55
"1904","17031310400","Census Tract 3104, Cook County, Illinois","B19013_001",62614,14154
"1905","17031310400","Census Tract 3104, Cook County, Illinois","B23006_023",377,95
"1906","17031310500","Census Tract 3105, Cook County, Illinois","B01001_001",1495,289
"1907","17031310500","Census Tract 3105, Cook County, Illinois","B02001_002",646,269
"1908","17031310500","Census Tract 3105, Cook County, Illinois","B17007_002",43,32
"1909","17031310500","Census Tract 3105, Cook County, Illinois","B19013_001",46875,17988
"1910","17031310500","Census Tract 3105, Cook County, Illinois","B23006_023",300,107
"1911","17031310600","Census Tract 3106, Cook County, Illinois","B01001_001",4432,565
"1912","17031310600","Census Tract 3106, Cook County, Illinois","B02001_002",1928,380
"1913","17031310600","Census Tract 3106, Cook County, Illinois","B17007_002",660,201
"1914","17031310600","Census Tract 3106, Cook County, Illinois","B19013_001",35175,6359
"1915","17031310600","Census Tract 3106, Cook County, Illinois","B23006_023",1166,272
"1916","17031310700","Census Tract 3107, Cook County, Illinois","B01001_001",1460,264
"1917","17031310700","Census Tract 3107, Cook County, Illinois","B02001_002",738,187
"1918","17031310700","Census Tract 3107, Cook County, Illinois","B17007_002",167,86
"1919","17031310700","Census Tract 3107, Cook County, Illinois","B19013_001",44391,12501
"1920","17031310700","Census Tract 3107, Cook County, Illinois","B23006_023",230,78
"1921","17031310800","Census Tract 3108, Cook County, Illinois","B01001_001",4219,591
"1922","17031310800","Census Tract 3108, Cook County, Illinois","B02001_002",2206,676
"1923","17031310800","Census Tract 3108, Cook County, Illinois","B17007_002",284,149
"1924","17031310800","Census Tract 3108, Cook County, Illinois","B19013_001",52152,14422
"1925","17031310800","Census Tract 3108, Cook County, Illinois","B23006_023",683,172
"1926","17031310900","Census Tract 3109, Cook County, Illinois","B01001_001",5391,687
"1927","17031310900","Census Tract 3109, Cook County, Illinois","B02001_002",2662,685
"1928","17031310900","Census Tract 3109, Cook County, Illinois","B17007_002",310,136
"1929","17031310900","Census Tract 3109, Cook County, Illinois","B19013_001",41281,7998
"1930","17031310900","Census Tract 3109, Cook County, Illinois","B23006_023",775,218
"1931","17031320100","Census Tract 3201, Cook County, Illinois","B01001_001",13379,912
"1932","17031320100","Census Tract 3201, Cook County, Illinois","B02001_002",10157,972
"1933","17031320100","Census Tract 3201, Cook County, Illinois","B17007_002",1001,498
"1934","17031320100","Census Tract 3201, Cook County, Illinois","B19013_001",116909,19040
"1935","17031320100","Census Tract 3201, Cook County, Illinois","B23006_023",8519,868
"1936","17031320400","Census Tract 3204, Cook County, Illinois","B01001_001",3204,297
"1937","17031320400","Census Tract 3204, Cook County, Illinois","B02001_002",2200,256
"1938","17031320400","Census Tract 3204, Cook County, Illinois","B17007_002",81,42
"1939","17031320400","Census Tract 3204, Cook County, Illinois","B19013_001",176000,26184
"1940","17031320400","Census Tract 3204, Cook County, Illinois","B23006_023",747,115
"1941","17031320600","Census Tract 3206, Cook County, Illinois","B01001_001",4923,511
"1942","17031320600","Census Tract 3206, Cook County, Illinois","B02001_002",3123,438
"1943","17031320600","Census Tract 3206, Cook County, Illinois","B17007_002",478,173
"1944","17031320600","Census Tract 3206, Cook County, Illinois","B19013_001",101679,13634
"1945","17031320600","Census Tract 3206, Cook County, Illinois","B23006_023",2959,397
"1946","17031330100","Census Tract 3301, Cook County, Illinois","B01001_001",19889,1479
"1947","17031330100","Census Tract 3301, Cook County, Illinois","B02001_002",10055,1353
"1948","17031330100","Census Tract 3301, Cook County, Illinois","B17007_002",989,386
"1949","17031330100","Census Tract 3301, Cook County, Illinois","B19013_001",102303,12456
"1950","17031330100","Census Tract 3301, Cook County, Illinois","B23006_023",11312,1010
"1951","17031330200","Census Tract 3302, Cook County, Illinois","B01001_001",3475,237
"1952","17031330200","Census Tract 3302, Cook County, Illinois","B02001_002",1574,216
"1953","17031330200","Census Tract 3302, Cook County, Illinois","B17007_002",237,92
"1954","17031330200","Census Tract 3302, Cook County, Illinois","B19013_001",77578,12616
"1955","17031330200","Census Tract 3302, Cook County, Illinois","B23006_023",1466,175
"1956","17031340300","Census Tract 3403, Cook County, Illinois","B01001_001",1837,207
"1957","17031340300","Census Tract 3403, Cook County, Illinois","B02001_002",372,135
"1958","17031340300","Census Tract 3403, Cook County, Illinois","B17007_002",198,82
"1959","17031340300","Census Tract 3403, Cook County, Illinois","B19013_001",26220,9548
"1960","17031340300","Census Tract 3403, Cook County, Illinois","B23006_023",187,82
"1961","17031340400","Census Tract 3404, Cook County, Illinois","B01001_001",2031,257
"1962","17031340400","Census Tract 3404, Cook County, Illinois","B02001_002",222,92
"1963","17031340400","Census Tract 3404, Cook County, Illinois","B17007_002",188,122
"1964","17031340400","Census Tract 3404, Cook County, Illinois","B19013_001",45329,12588
"1965","17031340400","Census Tract 3404, Cook County, Illinois","B23006_023",325,114
"1966","17031340500","Census Tract 3405, Cook County, Illinois","B01001_001",1712,188
"1967","17031340500","Census Tract 3405, Cook County, Illinois","B02001_002",915,191
"1968","17031340500","Census Tract 3405, Cook County, Illinois","B17007_002",287,91
"1969","17031340500","Census Tract 3405, Cook County, Illinois","B19013_001",26042,7363
"1970","17031340500","Census Tract 3405, Cook County, Illinois","B23006_023",322,129
"1971","17031340600","Census Tract 3406, Cook County, Illinois","B01001_001",1067,187
"1972","17031340600","Census Tract 3406, Cook County, Illinois","B02001_002",2,6
"1973","17031340600","Census Tract 3406, Cook County, Illinois","B17007_002",147,41
"1974","17031340600","Census Tract 3406, Cook County, Illinois","B19013_001",12713,2095
"1975","17031340600","Census Tract 3406, Cook County, Illinois","B23006_023",31,24
"1976","17031350100","Census Tract 3501, Cook County, Illinois","B01001_001",2251,237
"1977","17031350100","Census Tract 3501, Cook County, Illinois","B02001_002",194,99
"1978","17031350100","Census Tract 3501, Cook County, Illinois","B17007_002",596,175
"1979","17031350100","Census Tract 3501, Cook County, Illinois","B19013_001",42018,6468
"1980","17031350100","Census Tract 3501, Cook County, Illinois","B23006_023",1227,215
"1981","17031350400","Census Tract 3504, Cook County, Illinois","B01001_001",2021,231
"1982","17031350400","Census Tract 3504, Cook County, Illinois","B02001_002",32,36
"1983","17031350400","Census Tract 3504, Cook County, Illinois","B17007_002",235,64
"1984","17031350400","Census Tract 3504, Cook County, Illinois","B19013_001",13587,2769
"1985","17031350400","Census Tract 3504, Cook County, Illinois","B23006_023",52,33
"1986","17031351000","Census Tract 3510, Cook County, Illinois","B01001_001",3711,539
"1987","17031351000","Census Tract 3510, Cook County, Illinois","B02001_002",185,109
"1988","17031351000","Census Tract 3510, Cook County, Illinois","B17007_002",702,386
"1989","17031351000","Census Tract 3510, Cook County, Illinois","B19013_001",44727,7978
"1990","17031351000","Census Tract 3510, Cook County, Illinois","B23006_023",1352,425
"1991","17031351100","Census Tract 3511, Cook County, Illinois","B01001_001",2213,247
"1992","17031351100","Census Tract 3511, Cook County, Illinois","B02001_002",52,38
"1993","17031351100","Census Tract 3511, Cook County, Illinois","B17007_002",267,105
"1994","17031351100","Census Tract 3511, Cook County, Illinois","B19013_001",10455,1667
"1995","17031351100","Census Tract 3511, Cook County, Illinois","B23006_023",113,60
"1996","17031351400","Census Tract 3514, Cook County, Illinois","B01001_001",1836,239
"1997","17031351400","Census Tract 3514, Cook County, Illinois","B02001_002",64,49
"1998","17031351400","Census Tract 3514, Cook County, Illinois","B17007_002",207,83
"1999","17031351400","Census Tract 3514, Cook County, Illinois","B19013_001",15997,2369
"2000","17031351400","Census Tract 3514, Cook County, Illinois","B23006_023",251,88
"2001","17031351500","Census Tract 3515, Cook County, Illinois","B01001_001",773,86
"2002","17031351500","Census Tract 3515, Cook County, Illinois","B02001_002",202,100
"2003","17031351500","Census Tract 3515, Cook County, Illinois","B17007_002",191,60
"2004","17031351500","Census Tract 3515, Cook County, Illinois","B19013_001",24063,13617
"2005","17031351500","Census Tract 3515, Cook County, Illinois","B23006_023",197,61
"2006","17031360200","Census Tract 3602, Cook County, Illinois","B01001_001",1503,197
"2007","17031360200","Census Tract 3602, Cook County, Illinois","B02001_002",48,60
"2008","17031360200","Census Tract 3602, Cook County, Illinois","B17007_002",138,54
"2009","17031360200","Census Tract 3602, Cook County, Illinois","B19013_001",22242,6081
"2010","17031360200","Census Tract 3602, Cook County, Illinois","B23006_023",94,46
"2011","17031380100","Census Tract 3801, Cook County, Illinois","B01001_001",1983,257
"2012","17031380100","Census Tract 3801, Cook County, Illinois","B02001_002",53,42
"2013","17031380100","Census Tract 3801, Cook County, Illinois","B17007_002",411,124
"2014","17031380100","Census Tract 3801, Cook County, Illinois","B19013_001",17600,3952
"2015","17031380100","Census Tract 3801, Cook County, Illinois","B23006_023",350,105
"2016","17031380200","Census Tract 3802, Cook County, Illinois","B01001_001",1703,218
"2017","17031380200","Census Tract 3802, Cook County, Illinois","B02001_002",19,22
"2018","17031380200","Census Tract 3802, Cook County, Illinois","B17007_002",363,101
"2019","17031380200","Census Tract 3802, Cook County, Illinois","B19013_001",23958,6544
"2020","17031380200","Census Tract 3802, Cook County, Illinois","B23006_023",380,129
"2021","17031380500","Census Tract 3805, Cook County, Illinois","B01001_001",866,206
"2022","17031380500","Census Tract 3805, Cook County, Illinois","B02001_002",4,6
"2023","17031380500","Census Tract 3805, Cook County, Illinois","B17007_002",46,28
"2024","17031380500","Census Tract 3805, Cook County, Illinois","B19013_001",20924,2379
"2025","17031380500","Census Tract 3805, Cook County, Illinois","B23006_023",52,31
"2026","17031380700","Census Tract 3807, Cook County, Illinois","B01001_001",1275,242
"2027","17031380700","Census Tract 3807, Cook County, Illinois","B02001_002",103,62
"2028","17031380700","Census Tract 3807, Cook County, Illinois","B17007_002",137,65
"2029","17031380700","Census Tract 3807, Cook County, Illinois","B19013_001",41250,11337
"2030","17031380700","Census Tract 3807, Cook County, Illinois","B23006_023",129,50
"2031","17031381200","Census Tract 3812, Cook County, Illinois","B01001_001",1724,408
"2032","17031381200","Census Tract 3812, Cook County, Illinois","B02001_002",63,72
"2033","17031381200","Census Tract 3812, Cook County, Illinois","B17007_002",158,88
"2034","17031381200","Census Tract 3812, Cook County, Illinois","B19013_001",27828,11429
"2035","17031381200","Census Tract 3812, Cook County, Illinois","B23006_023",433,214
"2036","17031381400","Census Tract 3814, Cook County, Illinois","B01001_001",1586,300
"2037","17031381400","Census Tract 3814, Cook County, Illinois","B02001_002",7,10
"2038","17031381400","Census Tract 3814, Cook County, Illinois","B17007_002",139,95
"2039","17031381400","Census Tract 3814, Cook County, Illinois","B19013_001",33618,12070
"2040","17031381400","Census Tract 3814, Cook County, Illinois","B23006_023",208,88
"2041","17031381500","Census Tract 3815, Cook County, Illinois","B01001_001",375,80
"2042","17031381500","Census Tract 3815, Cook County, Illinois","B02001_002",24,35
"2043","17031381500","Census Tract 3815, Cook County, Illinois","B17007_002",55,37
"2044","17031381500","Census Tract 3815, Cook County, Illinois","B19013_001",30962,9882
"2045","17031381500","Census Tract 3815, Cook County, Illinois","B23006_023",60,54
"2046","17031381700","Census Tract 3817, Cook County, Illinois","B01001_001",0,11
"2047","17031381700","Census Tract 3817, Cook County, Illinois","B02001_002",0,11
"2048","17031381700","Census Tract 3817, Cook County, Illinois","B17007_002",0,11
"2049","17031381700","Census Tract 3817, Cook County, Illinois","B19013_001",NA,NA
"2050","17031381700","Census Tract 3817, Cook County, Illinois","B23006_023",0,11
"2051","17031381800","Census Tract 3818, Cook County, Illinois","B01001_001",1254,183
"2052","17031381800","Census Tract 3818, Cook County, Illinois","B02001_002",95,77
"2053","17031381800","Census Tract 3818, Cook County, Illinois","B17007_002",135,43
"2054","17031381800","Census Tract 3818, Cook County, Illinois","B19013_001",51607,17367
"2055","17031381800","Census Tract 3818, Cook County, Illinois","B23006_023",349,61
"2056","17031381900","Census Tract 3819, Cook County, Illinois","B01001_001",1267,194
"2057","17031381900","Census Tract 3819, Cook County, Illinois","B02001_002",55,48
"2058","17031381900","Census Tract 3819, Cook County, Illinois","B17007_002",125,47
"2059","17031381900","Census Tract 3819, Cook County, Illinois","B19013_001",46750,18175
"2060","17031381900","Census Tract 3819, Cook County, Illinois","B23006_023",183,59
"2061","17031390100","Census Tract 3901, Cook County, Illinois","B01001_001",1570,232
"2062","17031390100","Census Tract 3901, Cook County, Illinois","B02001_002",39,29
"2063","17031390100","Census Tract 3901, Cook County, Illinois","B17007_002",94,53
"2064","17031390100","Census Tract 3901, Cook County, Illinois","B19013_001",62574,18273
"2065","17031390100","Census Tract 3901, Cook County, Illinois","B23006_023",451,93
"2066","17031390200","Census Tract 3902, Cook County, Illinois","B01001_001",1656,230
"2067","17031390200","Census Tract 3902, Cook County, Illinois","B02001_002",302,108
"2068","17031390200","Census Tract 3902, Cook County, Illinois","B17007_002",76,61
"2069","17031390200","Census Tract 3902, Cook County, Illinois","B19013_001",97786,22646
"2070","17031390200","Census Tract 3902, Cook County, Illinois","B23006_023",682,134
"2071","17031390300","Census Tract 3903, Cook County, Illinois","B01001_001",2843,383
"2072","17031390300","Census Tract 3903, Cook County, Illinois","B02001_002",359,207
"2073","17031390300","Census Tract 3903, Cook County, Illinois","B17007_002",427,119
"2074","17031390300","Census Tract 3903, Cook County, Illinois","B19013_001",22808,4166
"2075","17031390300","Census Tract 3903, Cook County, Illinois","B23006_023",632,175
"2076","17031390400","Census Tract 3904, Cook County, Illinois","B01001_001",2480,396
"2077","17031390400","Census Tract 3904, Cook County, Illinois","B02001_002",344,198
"2078","17031390400","Census Tract 3904, Cook County, Illinois","B17007_002",361,118
"2079","17031390400","Census Tract 3904, Cook County, Illinois","B19013_001",24174,3590
"2080","17031390400","Census Tract 3904, Cook County, Illinois","B23006_023",551,278
"2081","17031390500","Census Tract 3905, Cook County, Illinois","B01001_001",1496,143
"2082","17031390500","Census Tract 3905, Cook County, Illinois","B02001_002",453,97
"2083","17031390500","Census Tract 3905, Cook County, Illinois","B17007_002",218,62
"2084","17031390500","Census Tract 3905, Cook County, Illinois","B19013_001",49042,14546
"2085","17031390500","Census Tract 3905, Cook County, Illinois","B23006_023",628,85
"2086","17031390600","Census Tract 3906, Cook County, Illinois","B01001_001",1756,157
"2087","17031390600","Census Tract 3906, Cook County, Illinois","B02001_002",865,134
"2088","17031390600","Census Tract 3906, Cook County, Illinois","B17007_002",206,76
"2089","17031390600","Census Tract 3906, Cook County, Illinois","B19013_001",63750,21598
"2090","17031390600","Census Tract 3906, Cook County, Illinois","B23006_023",760,108
"2091","17031390700","Census Tract 3907, Cook County, Illinois","B01001_001",5639,555
"2092","17031390700","Census Tract 3907, Cook County, Illinois","B02001_002",1072,250
"2093","17031390700","Census Tract 3907, Cook County, Illinois","B17007_002",852,242
"2094","17031390700","Census Tract 3907, Cook County, Illinois","B19013_001",59953,10092
"2095","17031390700","Census Tract 3907, Cook County, Illinois","B23006_023",2232,439
"2096","17031400300","Census Tract 4003, Cook County, Illinois","B01001_001",1317,230
"2097","17031400300","Census Tract 4003, Cook County, Illinois","B02001_002",74,73
"2098","17031400300","Census Tract 4003, Cook County, Illinois","B17007_002",189,75
"2099","17031400300","Census Tract 4003, Cook County, Illinois","B19013_001",35000,18429
"2100","17031400300","Census Tract 4003, Cook County, Illinois","B23006_023",136,84
"2101","17031400400","Census Tract 4004, Cook County, Illinois","B01001_001",2120,395
"2102","17031400400","Census Tract 4004, Cook County, Illinois","B02001_002",18,28
"2103","17031400400","Census Tract 4004, Cook County, Illinois","B17007_002",131,80
"2104","17031400400","Census Tract 4004, Cook County, Illinois","B19013_001",35043,5241
"2105","17031400400","Census Tract 4004, Cook County, Illinois","B23006_023",246,85
"2106","17031400500","Census Tract 4005, Cook County, Illinois","B01001_001",1797,298
"2107","17031400500","Census Tract 4005, Cook County, Illinois","B02001_002",16,19
"2108","17031400500","Census Tract 4005, Cook County, Illinois","B17007_002",172,55
"2109","17031400500","Census Tract 4005, Cook County, Illinois","B19013_001",27979,6412
"2110","17031400500","Census Tract 4005, Cook County, Illinois","B23006_023",186,95
"2111","17031400800","Census Tract 4008, Cook County, Illinois","B01001_001",2706,532
"2112","17031400800","Census Tract 4008, Cook County, Illinois","B02001_002",61,84
"2113","17031400800","Census Tract 4008, Cook County, Illinois","B17007_002",408,139
"2114","17031400800","Census Tract 4008, Cook County, Illinois","B19013_001",20571,11747
"2115","17031400800","Census Tract 4008, Cook County, Illinois","B23006_023",173,150
"2116","17031410100","Census Tract 4101, Cook County, Illinois","B01001_001",2176,267
"2117","17031410100","Census Tract 4101, Cook County, Illinois","B02001_002",976,178
"2118","17031410100","Census Tract 4101, Cook County, Illinois","B17007_002",397,139
"2119","17031410100","Census Tract 4101, Cook County, Illinois","B19013_001",43846,7229
"2120","17031410100","Census Tract 4101, Cook County, Illinois","B23006_023",964,160
"2121","17031410200","Census Tract 4102, Cook County, Illinois","B01001_001",1586,215
"2122","17031410200","Census Tract 4102, Cook County, Illinois","B02001_002",811,188
"2123","17031410200","Census Tract 4102, Cook County, Illinois","B17007_002",335,161
"2124","17031410200","Census Tract 4102, Cook County, Illinois","B19013_001",40915,3904
"2125","17031410200","Census Tract 4102, Cook County, Illinois","B23006_023",626,107
"2126","17031410500","Census Tract 4105, Cook County, Illinois","B01001_001",2440,258
"2127","17031410500","Census Tract 4105, Cook County, Illinois","B02001_002",1017,222
"2128","17031410500","Census Tract 4105, Cook County, Illinois","B17007_002",670,150
"2129","17031410500","Census Tract 4105, Cook County, Illinois","B19013_001",51643,24555
"2130","17031410500","Census Tract 4105, Cook County, Illinois","B23006_023",884,168
"2131","17031410600","Census Tract 4106, Cook County, Illinois","B01001_001",2699,375
"2132","17031410600","Census Tract 4106, Cook County, Illinois","B02001_002",1209,251
"2133","17031410600","Census Tract 4106, Cook County, Illinois","B17007_002",720,210
"2134","17031410600","Census Tract 4106, Cook County, Illinois","B19013_001",36734,10603
"2135","17031410600","Census Tract 4106, Cook County, Illinois","B23006_023",820,183
"2136","17031410700","Census Tract 4107, Cook County, Illinois","B01001_001",2089,246
"2137","17031410700","Census Tract 4107, Cook County, Illinois","B02001_002",1353,234
"2138","17031410700","Census Tract 4107, Cook County, Illinois","B17007_002",629,141
"2139","17031410700","Census Tract 4107, Cook County, Illinois","B19013_001",38852,7018
"2140","17031410700","Census Tract 4107, Cook County, Illinois","B23006_023",891,166
"2141","17031410800","Census Tract 4108, Cook County, Illinois","B01001_001",3051,291
"2142","17031410800","Census Tract 4108, Cook County, Illinois","B02001_002",1258,258
"2143","17031410800","Census Tract 4108, Cook County, Illinois","B17007_002",507,137
"2144","17031410800","Census Tract 4108, Cook County, Illinois","B19013_001",42201,10229
"2145","17031410800","Census Tract 4108, Cook County, Illinois","B23006_023",1269,142
"2146","17031410900","Census Tract 4109, Cook County, Illinois","B01001_001",3369,241
"2147","17031410900","Census Tract 4109, Cook County, Illinois","B02001_002",1833,263
"2148","17031410900","Census Tract 4109, Cook County, Illinois","B17007_002",532,220
"2149","17031410900","Census Tract 4109, Cook County, Illinois","B19013_001",57188,3911
"2150","17031410900","Census Tract 4109, Cook County, Illinois","B23006_023",1506,192
"2151","17031411000","Census Tract 4110, Cook County, Illinois","B01001_001",3169,395
"2152","17031411000","Census Tract 4110, Cook County, Illinois","B02001_002",1542,280
"2153","17031411000","Census Tract 4110, Cook County, Illinois","B17007_002",208,87
"2154","17031411000","Census Tract 4110, Cook County, Illinois","B19013_001",70333,10501
"2155","17031411000","Census Tract 4110, Cook County, Illinois","B23006_023",1112,234
"2156","17031411100","Census Tract 4111, Cook County, Illinois","B01001_001",2295,250
"2157","17031411100","Census Tract 4111, Cook County, Illinois","B02001_002",1683,233
"2158","17031411100","Census Tract 4111, Cook County, Illinois","B17007_002",191,104
"2159","17031411100","Census Tract 4111, Cook County, Illinois","B19013_001",111250,23606
"2160","17031411100","Census Tract 4111, Cook County, Illinois","B23006_023",903,88
"2161","17031411200","Census Tract 4112, Cook County, Illinois","B01001_001",1551,116
"2162","17031411200","Census Tract 4112, Cook County, Illinois","B02001_002",1023,121
"2163","17031411200","Census Tract 4112, Cook County, Illinois","B17007_002",216,71
"2164","17031411200","Census Tract 4112, Cook County, Illinois","B19013_001",84605,11232
"2165","17031411200","Census Tract 4112, Cook County, Illinois","B23006_023",771,86
"2166","17031420100","Census Tract 4201, Cook County, Illinois","B01001_001",1447,164
"2167","17031420100","Census Tract 4201, Cook County, Illinois","B02001_002",66,53
"2168","17031420100","Census Tract 4201, Cook County, Illinois","B17007_002",213,63
"2169","17031420100","Census Tract 4201, Cook County, Illinois","B19013_001",19750,2376
"2170","17031420100","Census Tract 4201, Cook County, Illinois","B23006_023",130,48
"2171","17031420200","Census Tract 4202, Cook County, Illinois","B01001_001",1672,316
"2172","17031420200","Census Tract 4202, Cook County, Illinois","B02001_002",375,141
"2173","17031420200","Census Tract 4202, Cook County, Illinois","B17007_002",205,76
"2174","17031420200","Census Tract 4202, Cook County, Illinois","B19013_001",37143,14505
"2175","17031420200","Census Tract 4202, Cook County, Illinois","B23006_023",436,89
"2176","17031420300","Census Tract 4203, Cook County, Illinois","B01001_001",2737,262
"2177","17031420300","Census Tract 4203, Cook County, Illinois","B02001_002",1052,180
"2178","17031420300","Census Tract 4203, Cook County, Illinois","B17007_002",240,86
"2179","17031420300","Census Tract 4203, Cook County, Illinois","B19013_001",39091,17159
"2180","17031420300","Census Tract 4203, Cook County, Illinois","B23006_023",475,117
"2181","17031420400","Census Tract 4204, Cook County, Illinois","B01001_001",1131,147
"2182","17031420400","Census Tract 4204, Cook County, Illinois","B02001_002",244,73
"2183","17031420400","Census Tract 4204, Cook County, Illinois","B17007_002",339,71
"2184","17031420400","Census Tract 4204, Cook County, Illinois","B19013_001",12306,3795
"2185","17031420400","Census Tract 4204, Cook County, Illinois","B23006_023",281,79
"2186","17031420500","Census Tract 4205, Cook County, Illinois","B01001_001",1659,288
"2187","17031420500","Census Tract 4205, Cook County, Illinois","B02001_002",0,11
"2188","17031420500","Census Tract 4205, Cook County, Illinois","B17007_002",171,70
"2189","17031420500","Census Tract 4205, Cook County, Illinois","B19013_001",37806,11162
"2190","17031420500","Census Tract 4205, Cook County, Illinois","B23006_023",190,103
"2191","17031420600","Census Tract 4206, Cook County, Illinois","B01001_001",2097,257
"2192","17031420600","Census Tract 4206, Cook County, Illinois","B02001_002",96,99
"2193","17031420600","Census Tract 4206, Cook County, Illinois","B17007_002",294,70
"2194","17031420600","Census Tract 4206, Cook County, Illinois","B19013_001",23625,6451
"2195","17031420600","Census Tract 4206, Cook County, Illinois","B23006_023",165,81
"2196","17031420700","Census Tract 4207, Cook County, Illinois","B01001_001",3036,602
"2197","17031420700","Census Tract 4207, Cook County, Illinois","B02001_002",27,39
"2198","17031420700","Census Tract 4207, Cook County, Illinois","B17007_002",214,84
"2199","17031420700","Census Tract 4207, Cook County, Illinois","B19013_001",18983,5169
"2200","17031420700","Census Tract 4207, Cook County, Illinois","B23006_023",126,109
"2201","17031420800","Census Tract 4208, Cook County, Illinois","B01001_001",2158,349
"2202","17031420800","Census Tract 4208, Cook County, Illinois","B02001_002",122,132
"2203","17031420800","Census Tract 4208, Cook County, Illinois","B17007_002",171,58
"2204","17031420800","Census Tract 4208, Cook County, Illinois","B19013_001",34333,17253
"2205","17031420800","Census Tract 4208, Cook County, Illinois","B23006_023",299,93
"2206","17031421200","Census Tract 4212, Cook County, Illinois","B01001_001",1210,251
"2207","17031421200","Census Tract 4212, Cook County, Illinois","B02001_002",0,11
"2208","17031421200","Census Tract 4212, Cook County, Illinois","B17007_002",225,81
"2209","17031421200","Census Tract 4212, Cook County, Illinois","B19013_001",20500,9094
"2210","17031421200","Census Tract 4212, Cook County, Illinois","B23006_023",120,48
"2211","17031430101","Census Tract 4301.01, Cook County, Illinois","B01001_001",3118,446
"2212","17031430101","Census Tract 4301.01, Cook County, Illinois","B02001_002",91,87
"2213","17031430101","Census Tract 4301.01, Cook County, Illinois","B17007_002",554,159
"2214","17031430101","Census Tract 4301.01, Cook County, Illinois","B19013_001",29750,6660
"2215","17031430101","Census Tract 4301.01, Cook County, Illinois","B23006_023",329,126
"2216","17031430102","Census Tract 4301.02, Cook County, Illinois","B01001_001",3046,301
"2217","17031430102","Census Tract 4301.02, Cook County, Illinois","B02001_002",67,33
"2218","17031430102","Census Tract 4301.02, Cook County, Illinois","B17007_002",493,142
